#20 VOA ICF/MR|VOA20|1000 CHURCH STREET|HUNTSVILLE|35805||34.74334|-86.596032|638.41|NURSING HOME|MADISON||
#40 VOA ICF/MR|VOA40|1557 HIGHWAY 31 NORTHWEST|HARTSELLE|35640||34.460862|-86.948515|722.09|NURSING HOME|MORGAN||
ABBEVILLE FIRE & RESCUE|ABFR|201 BRADLEY ST|ABBEVILLE|36310||31.570942|-85.247838|448.01|EMS|HENRY||
CHILDREN'S HOSPITAL OF ALABAMA|CHA|1600 SEVENTH AVENUE SOUTH|BIRMINGHAM|35233||33.503119|-86.805331|611.66|HOSPITAL|JEFFERSON||6530170
CHILDRENS HEALTH OF DECATUR|CHD|2112 6TH AVE.|DECATUR|35601|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|FRANKLIN||0
CHILTON COUNTY EMA / RESCUE 10|CCEMA|505 2ND AVE N SUITE 229|CLANTON|35045||32.839804|-86.629112|600.59|EMS|CHILTON||
CHILTON MEDICAL CENTER|CMC|1010 LAY DAM ROAD|CLANTON|35045||32.852469|-86.623005|602.51|HOSPITAL|CHILTON||6530319
CHISHOLM FAMILY HEALTH CENTER|HSI-C|307 EAST VANDIVER BOULEVARD|MONTGOMERY|36110|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|MONTGOMERY||0
CHOCTAW COUNTY EMS|CHCEM|816 W PUSHMATAHA ST|BUTLER|36904||32.089867|-88.229324|108.21|EMS|CHOCTAW||
CIBA SPECIALTY CHEMICALS|CSC|CIBA LANE|MCINTOSH|36553||31.2419|-88.0491|76.28|EMS|WASHINGTON||
CITIZENS BAPTIST MEDICAL CENTER|CBMC|604 STONE AVENUE|TALLADEGA|35161||33.439948|-86.091766|606.61|HOSPITAL|TALLADEGA||6530910
CITRONELLE CLINIC|FOPHC|19250 MOBILE STREET|MOBILE|36522|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|MOBILE||0
CITRONELLE CONVALESCENT CENTER|CCC|108 NORTH FOURTH STREET|CITRONELLE|36522||31.091217|-88.242151|322.68|NURSING HOME|MOBILE||
CITY OF SLOCOMB EMERGENCY MEDICAL SERVICE|CSEMS|255 E LAWRENCE HARRIS HWY|SLOCOMB|36375||31.0932|-85.5533|291.91|EMS|GENEVA||
CIVIC CENTER HEALTH AND REHABILITATION, LLC|CCHRL|1201 NORTH 22ND STREET|BIRMINGHAM|35234||33.5286|-86.81144|678.94|NURSING HOME|JEFFERSON||
CLANTON FAMILY HEALTH CENTER|HSI-C|232 TOWNMART ST|CLANTON|35045|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|MONTGOMERY||0
CLANTON FIRE DEPARTMENT|CLFD|100 SOUTH 6TH ST|CLANTON|35045||32.838534|-86.629282|596.69|EMS|CHILTON||
CLARKE COUNTY HIGH SCHOOL|CCHS|1515 SOUTH CHURCH STREET|GROVE HILL|36451|251-275-3368|31.719303|-87.772824|500|EVACUEE SHELTER|CLARKE||
CLAUDETTE BOX NURSING FACILITY|CBNF|COY SMITH HIGHWAY|MT. VERNON|36560||31.11452|-88.08886|288.71|NURSING HOME|MOBILE||
CLAY COUNTY HOSPITAL|CLCH|83825 HIGHWAY 9|ASHLAND|36251||33.277443|-85.82209|1066.57|HOSPITAL|CLAY||6530080
CLAY COUNTY NURSING HOME|CCNH|83825 HIGHWAY 9|ASHLAND|36251||33.276205|-85.824842|1081.33|NURSING HOME|CLAY||6530080
CLAY COUNTY RESCUE SQUAD|CCRS|453 TAYLOR RD|LINEVILLE|36266||33.294381|-85.775369|964.27|EMS|CLAY||
CLAYTON  FAMILY HEALTH CENTER|SARHA|7 WESTERN BY-PASS|CLAYTON|36016|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|PIKE||0
CLAYTON FIRE & RESCUE|CFR|6 S MIDWAY ST|CLAYTON|36016||31.87576|-85.4497|585.9|EMS|BARBOUR||
CLEBURNE COUNTY EMS|CCEMS|5902 HWY 46|HEFLIN|36264||33.648536|-85.513129|1016.61|EMS|CLEBURNE||
CLEBURNE COUNTY NURSING HOME|CCNH|122 BROCKFORD ROAD|HEFLIN|36264||33.63646|-85.587909|962.71|NURSING HOME|CLEBURNE||
CLEBURNE QUALITY HEALTHCARE|CQH||HEFLIN|0|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|ETOWAH||0
CLIO RESCUE SQUAD|CLRS|3311  ELAMVILLE ST|CLIO|36017||31.707239|-85.611418|529.69|EMS|BARBOUR||
CLOVERDALE HEALTH CARE, INC.|CHCI|412 CLOVERDALE ROAD|SCOTTSBORO|35768||34.662185|-86.049332|610.67|NURSING HOME|JACKSON||
COFFEE COUNTY EMS|CCEMS|325 YELVERTON AVE|ELBA|36323||31.414762|-86.064856|194.97|EMS|COFFEE||
COGBURN HEALTH AND REHABILITATION WEST|CGHRW|8002 Grelot Road|Mobile|36695|251-634-8002|30.662097|-88.230295|0|NURSING HOME|MOBILE||
COGBURN HEALTH AND REHABILITATION, INC.|CGHR|148 TUSCALOOSA STREET|MOBILE|36607||30.690463|-88.087539|29.95|NURSING HOME|MOBILE||
COGBURN HEALTH AND REHABILITATION-MIDTOWN, INC.|CHRM|3104 DAUPHIN SQUARE CONNECTOR|MOBILE|36607||30.692538|-88.117264|33.89|NURSING HOME|MOBILE||
COGBURN NURSING CENTER-HUNTSVILLE|CNCH|4010 CHRIS DRIVE|HUNTSVILLE|35802||34.678602|-86.578811|591.03|NURSING HOME|MADISON||
COLLINS CHAPEL FIRE & RESCUE|CCFR|13274 CO RD 29|CLANTON|35045||32.926839|-86.673585|724.64|EMS|CHILTON||
COLLINSVILLE NURSING HOME, INC.|CNHI|685 NORTH VALLEY AVENUE|COLLINSVILLE|35961||34.272993|-85.856649|779.24|NURSING HOME|DEKALB||
COLONIAL HAVEN CARE & REHABILITATION CENTER|CHCRC|616 ARMORY ROAD|GREENSBORO|36744||32.700032|-87.585226|272.82|NURSING HOME|HALE||
COLUMBIA AMBULANCE RESCUE EMERGENCY SQUAD|CARES|202  S MAIN ST|COLUMBIA|36319||31.291469|-85.111686|223.07|EMS|HOUSTON||
COLUMBIANA HEALTH AND REHABILITATION, LLC|CHRL|22969 HIGHWAY 25|COLUMBIANA|35051||33.194349|-86.591874|551.79|NURSING HOME|SHELBY||
COMMUNITY HOSPITAL|CMH|805 FRIENDSHIP ROAD|TALLASSEE|36078||32.535648|-85.911843|405.2|HOSPITAL|ELMORE||6530380
CONCORD FIRE DISTRICT|CFD|6798 WARRIOR RIVER RD|BESSEMER|35023||33.480949|-87.070082|529.18|EMS|JEFFERSON||
CONECUH COUNTY EMERGENCY MEDICAL SERVICES LLC|CCEMS|HCR 32 BOX 56|EVERGREEN|36401||31.4704|-86.9274|300.06|EMS|CONECUH||
CONSULTAMERICA COTTAGE HILLS, INC.|CTHI|700 FIRST AVENUE|PLEASANT GROVE|35127||33.489778|-86.952312|701.48|NURSING HOME|JEFFERSON||
CONSULTAMERICA HEALTH AND REHABILITATION|CHR|7110 FIRST AVENUE, NORTH|BIRMINGHAM|35206||33.555184|-86.735229|642.92|NURSING HOME|JEFFERSON||
CONSULTAMERICA OF CARBON HILL|CCH|350 NORTHEAST 4TH STREET|CARBON HILL|35549||33.890952|-87.525503|474.81|NURSING HOME|WALKER||
COOPER GREEN-MERCY HOSPITAL|CGMH|1515 SIXTH AVENUE SOUTH |BIRMINGHAM|35233||33.503405|-86.807289|606.5|HOSPITAL|JEFFERSON||6530205
COOSA EMERGENCY MEDICAL SERVICE, INC.|CEMSI|HWY 231,  CR 29 & 56, CR 50, CR 32 & HWY 22|EQUALITY|36026||32.8135|-86.10702|731.24|EMS|COOSA||
COOSA VALLEY HEALTHCARE, INC.|CVHI|513 PINEVIEW AVENUE|GLENCOE|35905||33.954628|-85.921843|623.06|NURSING HOME|ETOWAH||
COOSA VALLEY MEDICAL CENTER|CVMC|315 WEST HICKORY STREET |SYLACAUGA|35150||33.164388|-86.254196|556.09|HOSPITAL|TALLADEGA||6530900
COOSA VALLEY NURSING FACILITY|CVNF|315 WEST HICKORY STREET|SYLACAUGA|35150||33.164563|-86.254125|556.09|NURSING HOME|TALLADEGA||6530900
CORDOVA HEALTH AND REHABILITATION, LLC|CHRL|70 HIGHLAND STREET WEST|CORDOVA|35550||33.76149|-87.186544|361.73|NURSING HOME|WALKER||
CORDOVA VOLUNTEER FIRE DEPARTMENT|CVFD|50 STEVENS ST|CORDOVA|35550||33.754471|-87.183086|309.74|EMS|WALKER||
CORNER VOLUNTEER FIRE & RESCUE SERVICE INC|CVFRI|3105 CORNER RD|WARRIOR|35180||33.823|-86.8276|558.59|EMS|JEFFERSON||
COTACO VOLUNTEER FIRE DEPARTMENT|CVFD|6463 AL HWY 36 E|VALHERMOSA SPRINGS|35775||34.5448|-86.6944|597.74|EMS|MORGAN||
COTTONWOOD AMBULANCE & RESCUE SQUAD|CARS|57 GRANGER ST|COTTONWOOD|36320||31.05138|-85.30282|167.78|EMS|HOUSTON||
COUNTY EMERGENCY MEDICAL EMS|CEMEM|1905  HWY 31|HARTSELLE|35640||34.425024|-86.928822|646.5|EMS|MORGAN||
COUNTY EMERGENCY MEDICAL SERVICES LLC|CEMSL|14809 COURT ST|MOULTON|35650||34.481737|-87.284799|658.19|EMS|LAWRENCE||
COURTLAND FIRE DEPARTMENT|CIFD|360 TENNESSEE ST|COURTLAND|35618||34.666863|-87.311944|566.95|EMS|LAWRENCE||
CRAWFORD VOLUNTEER FIRE DEPARTMENT INC|CVRDI|6 HWY 169 S|PHENIX CITY|36869||32.456094|-85.186561|438.76|EMS|RUSSELL||
CRENSHAW COMMUNITY HOSPITAL|CCH|101 HOSPITAL CIRCLE | LUVERNE|36049||31.693959|-86.265807|322.45|HOSPITAL|CRENSHAW||6530585
CRESCENT EAST HEALTH CENTER|WHS-C|120 B 51ST AVE, EAST|TUSCALOOSA|35404|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|TUSCALOOSA||0
CRESTWOOD MEDICAL CENTER|CMC|ONE HOSPITAL DRIVE|HUNTSVILLE|35801||34.692474|-86.572491|637.6|HOSPITAL|MADISON||6530521
CROSSROADS LIFESTYLE AND FITNESS CENTER|HSI-C|1154 S. DECATUR ST|MONTGOMERY|36104|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|MONTGOMERY||0
CROSSVILLE FIRE & RESCUE|CFR|16090  HWY 18|VERNON|35592||0|0|-1|EMS|LAMAR||
CROSSVILLE HEALTH AND REHABILITATION, LLC|CHRL|8922 ALABAMA HIGHWAY 227 NORTH|CROSSVILLE|35962||34.296352|-85.988033|1101.47|NURSING HOME|DEKALB||
CROWNE HEALTH CARE OF EUFAULA|CHCE|430 RIVERS AVENUE|EUFAULA|36027||31.888773|-85.158323|327.88|NURSING HOME|BARBOUR||
CROWNE HEALTH CARE OF FORT PAYNE|CHCFP|403 THIRTEENTH STREET, NORTHWEST|FORT PAYNE|35967||34.454106|-85.713932|968.95|NURSING HOME|DEKALB||
CROWNE HEALTH CARE OF GREENVILLE|CHCG|408 COUNTRY CLUB DRIVE|GREENVILLE|36037||31.842638|-86.635849|442.29|NURSING HOME|BUTLER||
CROWNE HEALTH CARE OF MOBILE|CHCM|954 NAVCO ROAD|MOBILE|36605||30.65283|-88.101579|30.92|NURSING HOME|MOBILE||
CROWNE HEALTH CARE OF MONTGOMERY|CHCM|1837 UPPER WETUMPKA ROAD|MONTGOMERY|36107||32.38578|-86.283051|314.15|NURSING HOME|MONTGOMERY||
CULLMAN COUNTY LONG TERM CARE AND REHAB|CCLTC|401 ARNOLD STREET, NORTHEAST|CULLMAN|35055||34.180476|-86.842678|833.94|NURSING HOME|CULLMAN||
CULLMAN EMERGENCY MEDICAL SERVICES|CEMS|601 2ND AVE S W|CULLMAN|35055||34.171519|-86.841931|800.37|EMS|CULLMAN||
CULLMAN HEALTH CARE CENTER|CHCC|1607 MAIN AVENUE, N.E.|CULLMAN|35056||34.19196|-86.847565|803.97|NURSING HOME|CULLMAN||
CULLMAN LONG TERM CARE AND REHABILITATION CENTER|CLTC|401 ARNOLD STREET NORTHEAST|CULLMAN|35055||34.180476|-86.842678|833.94|NURSING HOME|CULLMAN||
CULLMAN QUALITY HEALTH CARE|QLHS-|2016 MAIN AVE SW|CULLMAN|35055|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|ETOWAH||0
CULLMAN REGIONAL MEDICAL CENTER|CRMC|1912 ALABAMA HIGHWAY 157|CULLMAN|35058||34.200553|-86.804725|-1|HOSPITAL|CULLMAN||6530320
CUMBERLAND HEALTH AND REHAB|CHR|47065  ALABAMA HIGHWAY 277|BRIDGEPORT|35740||34.914735|-85.771629|613.1|NURSING HOME|JACKSON||
CURRY VOLUNTEER FIRE & RESCUE|CVFR|90 SMITH LAKE DAM RD|JASPER|35503||33.962293|-87.212474|623.4|EMS|WALKER||
D W MCMILLAN MEMORIAL HOSPITAL AMBULANCE SERVICE|DWMMH|1301 N BELLEVILLE AVE|BREWTON|36426||31.127277|-87.072637|156.62|EMS|ESCAMBIA||
D.W. MCMILLAN HOSPITAL|DWMH|1301 BELLEVILLE AVENUE |BREWTON|36427||31.127071|-87.072034|155.85|HOSPITAL|ESCAMBIA||6530310
DADEVILLE HEALTH CARE|DHC|300 COLUMBUS STREET|DADEVILLE|36853||32.828948|-85.748155|705.09|NURSING HOME|TALLAPOOSA||
DADEVILLE HEALTHCARE CENTER|DHCR|351 NORTH EAST STREET|DADEVILLE|36853||32.834392|-85.759462|707.05|NURSING HOME|TALLAPOOSA||
DALE COUNTY RESCUE & RECOVERY|DCRR|# 30 COLLEGE ST|NEWTON|36352||31.335036|-85.602411|324.49|EMS|DALE||
DALE MEDICAL CENTER|DMC|126 HOSPITAL AVENUE|OZARK|36360||31.45202|-85.631612|384.79|HOSPITAL|DALE||6530769
DALEVILLE POLICE VOLUNTEER RESCUE|DPVR|730 S DALEVILLE AVE|DALEVILLE|36322||31.301278|-85.717599|320.01|EMS|DALE||
DALLAS SELFVILLE FIRE DEPARTMENT|DSFD|24555 AL HWY 79|TRAFFORD|35172||33.8397|-86.6975|463.9|EMS|BLOUNT||
DAPHNE EAST ELEMENTARY SCHOOL|DEES|26651 COUNTY ROAD 13|DAPHNE|36526|251-626-1663|30.61396|-87.86909|0|EVACUEE SHELTER|BALDWIN||
DAPHNE FIRE DEPARTMENT|DFD|239 YOUND AVE|DAPHNE|36526||0|0|-1|EMS|BALDWIN||
DAUPHIN ISLAND FIRE AND RESCUE|DIFR|1020  CHAUMONT  AVE|DAUPHIN ISLAND|36528||30.256437|-88.113935|6.51|EMS|MOBILE||
DAVITA - RUSSELLVILLE|D-R|14897 HWY 43|RUSSELLVILLE|35653||34.505091|-87.717109|-1|DIALYSIS CENTER|FRANKLIN||
DAVITA ATHENS|DA|1005 W. MARKET ST. STE 15|ATHENS|35611||34.804003|-86.979822|-1|DIALYSIS CENTER|LIMESTONE||
DAVITA ATMORE DIALYSIS CENTER|DADC|807 EAST CRAIG ST.|ATMORE|36502||31.017377|-87.482085|-1|DIALYSIS CENTER|ESCAMBIA||
DAVITA BESSEMER|DB|901 WESTLAKE MALL, STE. 101|BESSEMER|35020||33.399407|-86.976241|-1|DIALYSIS CENTER|JEFFERSON||
DAVITA BIRMINGHAM CENTRAL|DBC|728 RICHARD ARRINGTON JR. BLVD. S|BIRMINGHAM|35233||33.506199|-86.798238|-1|DIALYSIS CENTER|JEFFERSON||
DAVITA BIRMINGHAM EAST|DBE|1105 E PARK DR|BIRMINGHAM|35235||33.586794|-86.680921|-1|DIALYSIS CENTER|JEFFERSON||
DAVITA BIRMINGHAM NORTH|DBN|1917 32ND AVENUE NORTH|BIRMINGHAM|35207||33.550872|-86.82868|-1|DIALYSIS CENTER|JEFFERSON||
DAVITA BOAZ|DB|16 CENTRAL HENDERSON RD|BOAZ|35957||34.220213|-86.169813|-1|DIALYSIS CENTER|MARSHALL||
DAVITA DOTHAN|DD|1757 E MAIN ST|DOTHAN|36301||31.218677|-85.364848|-1|DIALYSIS CENTER|HOUSTON||
DAVITA ENSLEY|DE|2630 AVE E|BIRMINGHAM|35218||33.507016|-86.90174|-1|DIALYSIS CENTER|JEFFERSON||
DAVITA EUFAULA|DE|220 SOUTH ORANGE STREET|EUFAULA|36027||31.891238|-85.142209|-1|DIALYSIS CENTER|BARBOUR||
DAVITA FAYETTE|DF|1714 TEMPLE AVE N|FAYETTE|35555||33.709918|-87.822318|-1|DIALYSIS CENTER|FAYETTE||
DAVITA FLORENCE|DF|216 MARENGO ST. SUITE 1|FLORENCE|35630||34.794794|-87.684984|-1|DIALYSIS CENTER|LAUDERDALE||
DAVITA GADSDEN|DG|409 S 1ST ST|GADSDEN|35901||34.006874|-86.00274|-1|DIALYSIS CENTER|ETOWAH||
DAVITA GREENE COUNTY|DGC|509 WILSON AVE.|EUTAW|35462||32.844706|-87.88931|-1|DIALYSIS CENTER|GREENE||
DAVITA HEALTH CARE|DHC|511 S CEDAR ST|DEMOLPOLIS|36732||32.512165|-87.835216|-1|DIALYSIS CENTER|MARENGO||
DAVITA NORTHPORT|DN|2401 HOSPITAL DR|NORTHPORT|35476||33.231296|-87.569488|-1|DIALYSIS CENTER|TUSCALOOSA||
DAVITA PCD EAST MONTGOMERY|DPEM|6890 WINTON BLOUNT BLVD|MONTGOMERY|36117||32.377951|-86.176656|-1|DIALYSIS CENTER|MONTGOMERY||
DAVITA PDI ELMORE|DPE|515 HOSPITAL DRIVE|WETUMPKA|36092||32.551998|-86.186044|-1|DIALYSIS CENTER|ELMORE||
DAVITA PDI MONTGOMERY|DPM|1001 FOREST AVENUE|MONTGOMERY|36106||32.369599|-86.286467|-1|DIALYSIS CENTER|MONTGOMERY||
DAVITA PDI PRATTVILLE|DPP|1815 GLYNWOOD DRIVE|PRATTVILLE|36066||32.460922|-86.421641|-1|DIALYSIS CENTER|AUTAUGA||
DAVITA PHENIX CITY DIALYSIS CENTER|DPCDC|1900 OPELIKA RD|PHENIX CITY|36867||32.478794|-85.026963|-1|DIALYSIS CENTER|RUSSELL||
DAVITA RAINBOW CITY|DRC|2800 RAINBOW DRIVE|RAINBOW CITY|35903||33.964416|-86.028735|-1|DIALYSIS CENTER|ETOWAH||
DAVITA SHEFFIELD|DS|1120 S JACKSON HWY #107|SHEFFIELD|35660||34.746936|-87.701946|-1|DIALYSIS CENTER|COLBERT||
DAVITA TUSCALOOSA DIALYSIS|DTD|805 OLD MILL ST|TUSCALOOSA|35401||33.179074|-87.547834|-1|DIALYSIS CENTER|TUSCALOOSA||
DAVITA TUSCALOOSA UNIVERSITY|DTU|815 UNIVERSITY BLVD E PO BOX 2383|TUSCALOOSA|35401||33.206315|-87.526768|-1|DIALYSIS CENTER|TUSCALOOSA||
DCH REGIONAL MEDICAL CENTER|DCHMC|809 UNIVERSITY BOULEVARD EAST |TUSCALOOSA|35401||33.206609|-87.529427|276.31|HOSPITAL|TUSCALOOSA||6530960
DCH REGIONAL MEDICAL CENTER-DIALYSIS CENTER|DRMC|809 UNIVERSITY BLVD E.|TUSCALOOSA|35401|000-000-0000|33.206329|-87.526927|-1|DIALYSIS CENTER|TUSCALOOSA||6530960
DCI BIRMINGHAM|DB|8713 PARKWAY E|BIRMINGHAM|35206||33.57692|-86.718142|-1|DIALYSIS CENTER|JEFFERSON||
DCI CULLMAN|DC|1734 EVA RD NE|CULLMAN|35055||34.194633|-86.836283|-1|DIALYSIS CENTER|CULLMAN||
DCI DECATUR|DD|1601 6TH AVE SE|DECATUR|35601||34.582824|-86.980298|-1|DIALYSIS CENTER|MORGAN||
DCI DOTHAN|DD|1546 E MAIN ST|DOTHAN|36301||31.219654|-85.368305|-1|DIALYSIS CENTER|HOUSTON||
DCI EUFAULA|DE|123 A E BARBOUR ST|EUFAULA|36027||31.891363|-85.145258|-1|DIALYSIS CENTER|BARBOUR||
DCI GEORGIANA|DG|715 MEETING AVE S|GEORGIANA|36033||31.635122|-86.744111|-1|DIALYSIS CENTER|BUTLER||
DCI MONTGOMERY|DM|544 S MCDONOUGH STREET|MONTGOMERY|36104||32.371092|-86.304703|-1|DIALYSIS CENTER|MONTGOMERY||
DCI MOULTON|DM|1962 MAIN ST|MOULTON|35650||34.491061|-87.288244|-1|DIALYSIS CENTER|LAWRENCE||
DCI PELL CITY|DPC|2805 DR. JOHN HAYNES DR|PELL CITY|35125||33.604457|86.278055|-1|DIALYSIS CENTER|ST. CLAIR||
DCI PHENIX CITY|DPC|1611 21ST ST|PHENIX CITY|36867||32.480572|-85.016727|-1|DIALYSIS CENTER|RUSSELL||
DCI THOMASWILLE|DT|1650 N PARK LN|THOMASVILLE|36784||31.934344|-87.739524|-1|DIALYSIS CENTER|CLARKE||
DCI UNION SPRINGS|DUS|109 W CONECUH ST|UNION SPRINGS|36089||32.146224|-85.715858|-1|DIALYSIS CENTER|BULLOCK||
DECATUR EMS|DEMS|1207  SOMERVILLE RD  S.E.|DECATUR|35601||34.589155|-86.972966|586.12|EMS|MORGAN||
DECATUR FIRE & RESCUE|DAFR|4119 OLD HWY 31 SW|DECATUR|35603||34.529894|-86.975973|564.88|EMS|MORGAN||
DECATUR GENERAL HOSPITAL|DGH|1201 SEVENTH STREET, SOUTHEAST|DECATUR|35601||34.591092|-86.972708|591.15|HOSPITAL|MORGAN||6530011
DECATUR HEALTH AND REHAB CENTER|DHRC|2326 MORGAN AVENUE, SW|DECATUR|35602||34.569219|-87.007832|603.53|NURSING HOME|MORGAN||
DECATUR PRIMARY CARE|DPC|1852 BELTLINE RD. SUITE A|DECATUR |35601|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|FRANKLIN||0
DEKALB AMBULANCE SERVICE|DAS|208 AIRPORT RD|FORT PAYNE|35968||34.441673|-85.751206|809.81|EMS|DEKALB||
DEKALB REGIONAL MEDICAL CENTER|DRMC|200 MEDICAL CENTER DRIVE|FORT PAYNE|35968||34.439425|-85.756481|800.55|HOSPITAL|DEKALB||6530455
DEMOPOLIS HEALTH CENTER|RHMP-|213 SOUTH CEDAR STREET|DEMOPOLIS|36732|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|DALLAS||0
DIALYSIS CLINIC INC.|DCI|502 PLAZA DR|ENTERPRISE|36330||31.301001|-85.835567|-1|DIALYSIS CENTER|COFFEE||
DIALYSISI AFFILIATES OF S. ALABAMA|DAOSA|1205 BELLEVILLE AVE|BREWTON|36426||31.125126|-87.071454|-1|DIALYSIS CENTER|ESCAMBIA||
DIRECTORATE OF PUBLIC SAFETY, FIRE & EMERGENCY SERVICES DIVISION|DPSFE|BUILDING 5001, ANDREWS AVE|FORT RUCKER|36362||31.33062|-85.7385|263.16|EMS|DALE||
DOA; SPECIALTY MERCHANDISE|DSM|369 S. CHURCH STREET|FAIRHOPE|36532||30.514428|-87.90678|-1|DIALYSIS CENTER|BALDWIN||
DOTHAN AMBULANCE SERVICE|DOAS|923 S FOSTER ST|DOTHAN|36301||31.212428|-85.391692|304.98|EMS|HOUSTON||
DOTHAN FIRE DEPARTMENT|DOFD|600 COLUMBIA HWY|DOTHAN|36301||31.221363|-85.382739|318.96|EMS|HOUSTON||
DOZIER FAMILY HEALTH CENTER|SARHA|18131 DOZIER HIGHWAY|DOZIER|36028|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|PIKE||0
DRY VALLEY FIRE & RESCUE|DVFR|46 HWY 19|MONTEVALLO|35115||33.091054|-86.829054|526.72|EMS|SHELBY||
DUNNAVANT FIRE DISTRICT|DFD|57095 HWY 25|LEEDS|35094||33.491113|-86.546074|677.52|EMS|SHELBY||
DUTTON FIRE DEPARTMENT|DFD|69 BROWNTOWN RD|DUTTON|35744||34.6114|-85.9101|1356.85|EMS|JACKSON||
DVA RENAL HEALTHCARE INC.|DRHI|1385 W. FORT WILLIAMS ST.|SYLACAUGA|35150||33.164347|-86.274513|-1|DIALYSIS CENTER|TALLADEGA||
EAMC EMERGENCY MEDICAL SERVICES|EEMS|2000 PEPPERELL PKWY|OPELIKA|36801||32.638227|-85.404173|740.15|EMS|LEE||
EAST ALABAMA MEDICAL CENTER|EAMC|2000 PEPPERELL PARKWAY|OPELIKA|36802||32.629506|-85.438014|740.15|HOSPITAL|LEE||6530760
EAST ALABAMA MEDICAL CENTER - NURSING HOME|EAMC-|2000 PEPPERELL PARKWAY|OPELIKA|36802|000-000-0000|32.638227|-85.404173|740.15|NURSING HOME|LEE||6530760
EAST CHILTON VOLUNTEER FIRE & RESCUE|ECVFR|5640 COUNTY ROAD 28|CLANTON|35046||32.853541|-86.533362|665.37|EMS|CHILTON||
EAST SHELBY MEDICAL RESCUE|ESMR|42030 HWY 25|VINCENT|35178||33.376978|-86.416817|481.62|EMS|SHELBY||
EASTVIEW HEALTHCARE CENTER|EHC|7755 FOURTH AVENUE SOUTH|BIRMINGHAM|35206||33.55923|-86.722412|702.76|NURSING HOME|JEFFERSON||
ECHO EMS AMBULANCE|EEMSA|427 NORTH COUNTY ROAD 67|OZARK|36360||31.4461|-85.6366|437|EMS|DALE||
ECLECTIC FAMILY HEALTH CENTER|HSI-E|26 MAIN STREET|ECLECTIC|36024|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|MONTGOMERY||0
ECLECTIC FIRE DEPARTMENT EMS|EFDEM|140 FIRST AVE|ECLECTIC|36024||32.7392|-86.0504|514.36|EMS|ELMORE||
EIGHT MILE CLINIC|FOPHC|4547 ST. STEVENS ROAD|PRICHARD|36613|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|MOBILE||0
EIGHT MILE NURSING AND REHABILITATION CENTER|EMNR|4525 ST. STEPHENS ROAD|EIGHT MILE|36613||30.763908|-88.127615|37.22|NURSING HOME|MOBILE||
EL REPOSO NURSING FACILITY|ERNF|260 MILNER CHAPEL ROAD|FLORENCE|35634||34.96318|-87.553335|636.58|NURSING HOME|LAUDERDALE||
ELBA GENERAL HOSPITAL|EGH|987 DRAYTON STREET |ELBA|36323||31.42934|-86.07621|264.94|HOSPITAL|COFFEE||6530382
ELBA GENERAL NURSING HOME|EGNH|987 DRAYTON STREET|ELBA|36323||31.428921|-86.076461|254.79|NURSING HOME|COFFEE||6530382
ELIZA COFFEE MEMORIAL HOSPITAL|ECMH|205 MARENGO STREET|FLORENCE|35631||34.795085|-87.685071|532.7|HOSPITAL|LAUDERDALE||6530440
ELMORE COMMUNITY HOSPITAL|ECH|500 HOSPITAL DRIVE|WETUMPKA|36092||32.551376|-86.190118|-1|HOSPITAL|ELMORE||6531017
ELMORE COUNTY COMMUNITY ACTION|SCFGM|1011 WEST TALLASSEE ST.|WETUMPKA|36092|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|MONTGOMERY||0
EMERGENCY MEDICAL TRANSPORT, LLC|EMTL|60001  HWY  22|ROANOKE|36274||33.159159|-85.386938|844.56|EMS|RANDOLPH||
EMERGYSTAT AMBULANCE INC. DALE|EAID|1889 E ANDREWS AVE|OZARK|36360||31.429497|-85.674912|415.02|EMS|DALE||
EMERGYSTAT AMBULANCE INC. LAMAR|EAIL|234 EMERGYSTAT LOOP|VERNON|35592||33.755|-88.0925|328.67|EMS|LAMAR||
EMERGYSTAT AMBULANCE INC. LOWNDES|EAIL|6 WOODLAND RD|HAYNEVILLE|36040||32.181155|-86.580816|235.12|EMS|LOWNDES||
EMERGYSTAT AMBULANCE INC. MOBILE|EAIM|779 LAKESIDE DR  SUITE C|MOBILE|36609||30.655249|-88.127341|40.03|EMS|MOBILE||
EMERGYSTAT AMBULANCE INC. PERRY|EAIP|505 E LAFAYETTE ST|MARION|36756||32.631563|-87.308393|393.88|EMS|PERRY||
